id,priceETH,timestamp,transactionHash,collection_id,collection_name
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-148,0.0028,1666424219,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,0xb2e74d20ecd13e25d00a7ddd1e27d32fa62aa7ad,Impact Fantasy
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-149,0.003,1666424219,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,0xb2e74d20ecd13e25d00a7ddd1e27d32fa62aa7ad,Impact Fantasy
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-150,0.003,1666424219,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,0xb2e74d20ecd13e25d00a7ddd1e27d32fa62aa7ad,Impact Fantasy
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-151,0.003,1666424219,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,0xb2e74d20ecd13e25d00a7ddd1e27d32fa62aa7ad,Impact Fantasy
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-152,0.003,1666424219,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,0xb2e74d20ecd13e25d00a7ddd1e27d32fa62aa7ad,Impact Fantasy
0x00006236b1fcaa6347c4123698954dc6616cee70565c23a8257f1be09b26b6ae-4,0.055,1671743867,0x00006236b1fcaa6347c4123698954dc6616cee70565c23a8257f1be09b26b6ae,0xc64efc58fb656f389f0f7c25c92b7ecf8d02d740,Shinobis
0x00006390e795641d3f493b03afe53bd83ee0ebcfa09dcc5ddffda049ad894642-138,0.3,1659377855,0x00006390e795641d3f493b03afe53bd83ee0ebcfa09dcc5ddffda049ad894642,0x8f17a839b6cd38e9888be3cc901a6726e84d6462,Cyber Bandits
0x000063e88d6f6a03066f46604ff21706c42c4da706d5c8a816a6eed707128358-248,0.0118,1660036888,0x000063e88d6f6a03066f46604ff21706c42c4da706d5c8a816a6eed707128358,0x1ab8c55870a404e769868982645e81ab6ec76f7a,Techie Club Genesis
0x000063f7fbe031a8b3d05c15725e6ccb68337468f45aa17e1c332b5a9f22855f-660,0.0118,1673912159,0x000063f7fbe031a8b3d05c15725e6ccb68337468f45aa17e1c332b5a9f22855f,0xf7af6dd6c36fc42eb802b33d48ea3d395803c8ea,CheckPunks
0x00006573f59a5c75faf639a030e808a81cf2aef09b4e37fd5ebd8c961a5ad048-89,0.017,1673902175,0x00006573f59a5c75faf639a030e808a81cf2aef09b4e37fd5ebd8c961a5ad048,0xaa0095174f15cf0f71d6c3a050f484ce19eccf50,Cool Punk Cats
0x0000668858a4d37aac539916352acd6f866b733c42e2a7f24935be29dda4c01c-125,1.198342857142857144,1656303419,0x0000668858a4d37aac539916352acd6f866b733c42e2a7f24935be29dda4c01c,0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,Art Blocks
0x000066d078b4897feb4e07b28bd05b74c842b7ee290f79ed4655c95dc7b74309-201,0.0346,1673946911,0x000066d078b4897feb4e07b28bd05b74c842b7ee290f79ed4655c95dc7b74309,0xf7af6dd6c36fc42eb802b33d48ea3d395803c8ea,CheckPunks
0x00006735c5efc56a3375108b3401d87853abbdc6a8c52a9f95d5ae0e5f56c9f3-131,0.12999,1678217495,0x00006735c5efc56a3375108b3401d87853abbdc6a8c52a9f95d5ae0e5f56c9f3,0xbd18e233e12f2a066f5b5a351285ab5a39b1f2ac,Blitkin
0x00006a256544335b1a8481d41a31ab9f8453e2a66d2f60b6373edcf1581ccecb-324,0.149,1674151979,0x00006a256544335b1a8481d41a31ab9f8453e2a66d2f60b6373edcf1581ccecb,0x8bc9224253e37cd221c7f510acc42cb6e734db57,Hasbulla NFT
0x00006a256544335b1a8481d41a31ab9f8453e2a66d2f60b6373edcf1581ccecb-325,0.1495,1674151979,0x00006a256544335b1a8481d41a31ab9f8453e2a66d2f60b6373edcf1581ccecb,0x8bc9224253e37cd221c7f510acc42cb6e734db57,Hasbulla NFT
0x00006b43276ac5984042f07072b8cc6305b2b2993a8644193b98b18b5fd903ce-94,0.13569,1657476020,0x00006b43276ac5984042f07072b8cc6305b2b2993a8644193b98b18b5fd903ce,0x7b692917124f64e1658d67c72ab5df5219078e37,TinyAstro
0x00006c386b9f51361105ec269a1bf2ae58bbd38c7c77549003ef4446e8df5778-46,0.199,1660282946,0x00006c386b9f51361105ec269a1bf2ae58bbd38c7c77549003ef4446e8df5778,0x2d0d57d004f82e9f4471caa8b9f8b1965a814154,Pepe Ape Yacht Club
0x00007273d8d3163be6d1829bd39f8ebda654560a4855265a5028e7897456b01f-241,0.001,1670655539,0x00007273d8d3163be6d1829bd39f8ebda654560a4855265a5028e7897456b01f,0x42c2cec3ae48302cb93bf14c4205992dfcbdfffb,ELFOOZ
0x00007285a5061aa65e7cd6820b55561027e4d0b28dc66ec25f29f458860472f9-102,0.022,1669915691,0x00007285a5061aa65e7cd6820b55561027e4d0b28dc66ec25f29f458860472f9,0xfba6309a7db1f3029187ffab38ea2cdd116456ce,MyraiAtomic55Manga
0x000072cff02ffe68b670607a74d6d2a603ef827a0c664304bf07ff5778fbf9f0-287,0.3365,1657459586,0x000072cff02ffe68b670607a74d6d2a603ef827a0c664304bf07ff5778fbf9f0,0x475bfaa1848591ae0e6ab69600f48d828f61a80e,Everdome Genesis Collection
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-405,0.0049,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-406,0.005,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-407,0.005,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-408,0.005,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-409,0.005,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-410,0.005,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-411,0.005,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-412,0.005,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-413,0.005,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4-414,0.005,1662622940,0x0000733d7393daa93f75adb3622b785077131f6adf1ddb9d5aaaff58da6c52e4,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea,NotABC
0x000075318c83829eb28ae2332efe08aa1f4eed766a1e7abb20e7a3c905dffd9d-153,0.04,1660109383,0x000075318c83829eb28ae2332efe08aa1f4eed766a1e7abb20e7a3c905dffd9d,0xa604060890923ff400e8c6f5290461a83aedacec,
0x0000754c6daafdf00bb3c99e88678aa3cc8df012e13ba76eb750a1e300921253-205,0.026,1671222251,0x0000754c6daafdf00bb3c99e88678aa3cc8df012e13ba76eb750a1e300921253,0x14db21f6d5bfbb0451c6af1f9682ca3e190c9881,Meka Rhinos
0x000076ab91d51eb0d588fc6b74ee67bc111229c313063f5f88940e339ae786f9-272,0.015,1655259836,0x000076ab91d51eb0d588fc6b74ee67bc111229c313063f5f88940e339ae786f9,0x48a0501d67eb0dcccc725e33fa43e08de045816f,Bear Market Buds
0x000076c87aef3379f45b5d2d919fe9c3b2e6e1b99e2394f9b56cb3d4e3252f51-203,0.0125,1666889819,0x000076c87aef3379f45b5d2d919fe9c3b2e6e1b99e2394f9b56cb3d4e3252f51,0xb52aa1a8588c0938a4ae20aafa13207007ad29f5,Star Birdies
0x000078fcb096cd2579e506861ab12f37b96864572f426a3c239852aadf9e2cb8-94,0.0468,1672240067,0x000078fcb096cd2579e506861ab12f37b96864572f426a3c239852aadf9e2cb8,0xd7504d848d3b83f0b0d2ef67f1ca14ec13f05904,PUMA Materializer
0x0000791063a9fdd28a202eb56f5bf02e5b4b195b0d57f15c556b4e3cbf5aab5b-264,0.117,1671319511,0x0000791063a9fdd28a202eb56f5bf02e5b4b195b0d57f15c556b4e3cbf5aab5b,0x21ae0bc1ba69e26ea1be4bc3213a965dc0a6cb05,Pods
0x0000793b499060213593bb32d5540eaf1b5a3af97b68750186729c1da594e933-51,0.09,1663320779,0x0000793b499060213593bb32d5540eaf1b5a3af97b68750186729c1da594e933,0x4bbcc727822b99330bf164c0972fcf1b537caa78,Blankos
0x00007d718c40e09bc9973dee276eb7cbd5acb50f25face724e41b403e992ad9e-212,0.11,1676113799,0x00007d718c40e09bc9973dee276eb7cbd5acb50f25face724e41b403e992ad9e,0x61e3d1c26802df805e9fc22dc26342e29ecfe860,Savage Nation
