id,name,symbol,totalSupply,tradeCount,creatorRevenueETH,totalRevenueETH
0x0111546feb693b9d9d5886e362472886b71d5337,Baby Battle Bots Gen One,BBBONE,3498,45,0.014958,0.027423
0x0111ac7e9425c891f935c4ce54cf16db7c14b7db,Chainbreakers Items,CBI,2944,31,0.045470000000000001,0.089570000000000001
0x0112329508c09e5112b0ddf881b87804632f44a9,Crockz,CROCKZ,33,23,0.008842,0.01436825
0x011ab72bd679b12f5316f70e770aea738e745a4f,J. Pierce Zombie Friends,JPFZF,443,70,0.056524499950000005,0.086999249925000005
0x011ae51eb6725be490132c3fc126d6202ec7f05b,W f e r,Wfer,1332,11,0,0.0004825
0x011c77fa577c500deedad364b8af9e8540b808c0,ImmortalPlayerCharacter,IPC,2922,17096,1.313296318411180151,52.286440188368974963
0x011fa65abb3c0cb02d9e0b6ad70fc05fa6932cc6,Consensus Open Edition by x0r,CONSENSUSOPENEDITIONBYXR,,30,0.086145000000000002,0.108722500000000002
0x012084263ce946d150f53bfe0a4927f209295318,ShonkyTown DirtyFingers,DFNGR,,94,0.013166650000000001,0.022571400000000001
0x0120b3add758e0b7f667eae25fc14c3326d44d12,Meta Bots,MBOTS,10000,199,0.035487,0.04435875
0x012116441fe8a8d71ae1043735f6d8e52377e7ec,Degen Park,DGNPRK,230,936,0.771216809000000006,0.966166011250000004
0x01234567bac6ff94d7e4f0ee23119cf848f93245,ETH Blocks,ETHB,1331,4,0.00424,0.00848
0x0124ca9811fe1ebe1851a2b63436614bd24b47ac,NiftyKit Open Vault,NKOV,199,1,0,0.0003
0x01252b36a8b7ae277f7fa30febdbc9175505794e,Subtle Spirits Paper Trail (feat. Michael Beckler),SSPT,,4,0.000000000000000004,0.050000000000000004
0x01298589d7c2bd82f54ca84060d58967772123f2,Good Morning Cafe: Keekusaurs,KEEK,3333,2,0.000000000000000002,0.000000000000000002
0x012eed444ecee53dc54feb55fe6301bd819a497c,Katie Shock Art,KSA,,1,0.000000000000000001,0.000000250000000001
0x013116deb430275eceb99e3cf4a5c5c9d3fcd220,,,,12,0.009090000000000006,0.024487500000000006
0x01331e8427f6849930a81ee83c40f365be45a93b,FEAR Wolf,FEARWOLF,155,3,0.07065,0.077675
0x01352f758d8b1e7abc32e919a6b2a37a417eb219,Piet Mondrian forever,Piet Mondrian forever,99,8,0.0031245,0.00468675
0x01379a8c67466af8ce0cf1f99c3d8208b2a3af23,Tribes Of Ogun,TOO,3178,1,0.0000675,0.00009
0x01393e6544282e1b8636fc09751492f8ead816e4,TOF Tickets,TOF Tickets,,1,0,0.006075
0x013a454ccbfda2b792993c597735cd0050d6eec6,Christmas Ninja Golden Ticket,CNGT,32,6,0,0.001325
0x013c6d01ac343652066a6649d6e446d16da428d8,Babylon Misfits,SBM,1339,48,0.0549,0.08235
0x013caedb26581acc957941d1d1dff5741873f149,MutantsVsMachines,MvM,247,6,0.012825,0.0192375
0x013eeeeb3f35bac879e5849439be96022aaaa711,d.e.g.,DEG,9,3,0,0.00225
0x0142237e9f1efc97cb3f1241d6777f4dd65ff016,PooPooTown,POOT,2127,1,0.000000000000000001,0.000165000000000001
0x01426920272acd7ee5c18013fc5c86f9cb873e68,AngryDickbutts,ADB,5069,307,0.07010071781014531,0.10194305139764281
0x0144b34d4b856fd47c1599a8c0768319d2af4d4a,Ape Football Club,AFC,104,8,0.063900000000000001,0.082375000000000001
0x0144b7e66993c6bfab85581e8601f96bfe50c9df,MetaPunk,MP,9640,2424,11.134176463730527751,16.229788336234335908
0x01471d5d0f8603e71d4579da62e1d62cd748cbf7,BUDDY BEATER,BEATER,478,18,0.0299585,0.0584085
0x01473a9e062e05669847fbe5fdb73278b59cf27e,mosqETHtos,MET,1000,78,0.011830000000000001,0.039622500000000001
0x01485e923e51f6abb2b48aaa310d357b429ba263,Cyborx,CYBRX,1000,181,0.916960000000000097,1.394655046000000097
0x01488051f0050b353d3f4d071a92716006a9e7f2,Black Flags,BF,80,4,0.002898,0.0057705
0x014b6a629d6d8deb6f2cde20e2d5a99d4a601fec,0xLady,0xLady,210,1608,16.086420327425000038,21.470075119900000037
0x014c141194d4ef8a7c44baf2ff37190d0eace062,AI-Zuki,AIZUKI,1124,1,0.0005,0.00075
0x014c6c6d08206ea2464ed125670b757592ce2b2b,CryptoBaby,CBABY,1343,1,0.000825,0.0011
0x014cf34b03ebc0e8591ff2f8d8f452a767affc0e,Dark Martyrs,DM,211,8,0.003625,0.0054375
0x014d9cb39c5ff9c26c034fb1d7baab1398707093,zero to 48,ZR48,296,416,0.743040719950000061,1.146608579925000061
0x0151f9726d0c056b8c29311029cc43bec291820c,MonsterChampionsGenesis,MCGEN,3220,124,0.222920000000000015,0.350980000000000015
0x015432b34cfc4318966734e930fe8267ffc1271c,Transcend,TRSCD,,6,0.000000000000000003,0.005362500000000003
0x0157c35b65c2957fe45de8bb00dd65cd7d1f01c7,Pandaria,PANDARIA,25,257,1.29376928990000001,1.63656236237500001
0x0157cee8b56d75ca4c583df2a5e9ac8c32f63967,oTTo,oTTo,1007,9,0.00124875,0.001665
0x0157d5e4c542204c9168c3575b3b23da3ad95c88,Plant a Tree,PAT,20,2,0,0.002
0x015940951cc6fba7488e03c90852978e2cea8755,Tweeter Files NFT,TF,494,1043,0.758146423507055557,0.987603287713194445
0x015a56be14ac419fa69cfd43fe037899d96310df,In Your Multitude,In Your Multitude,407,26,0.01023999,0.0127999875
0x015ac56d0cfb7adbac3ffbfabf67768f2f0996f3,GEISAI 2022 Official,memory,9500,653,1.133129250000000096,1.554751750000000095
0x015b192a652129f6ea8c03dddb030297cf721af2,Girls Riding Things,GRT,3333,213,0.055778750000000011,0.113622250000000011
0x015e478e48fa71f41a2f2da42a63fc48febe366d,ChocoLAG,CHOCOLAG,2229,8,0.005649998990000001,0.005947585939500001
0x015ed1995196accf6bb5e36111cbd5ea0626670a,Friends by EXO,FBEXO,438,2,0.011,0.011
0x016069e85d60db405b7f2ae5bcd8770ef65c1bf8,ERC721,ERC721,9999,1,0.0045,0.007
0x0161b706371e0725e96c67cf55b2384540374cf1,Tom Sachs: Rocket Factory - Mothership Tickets,,,153,0.418199100000000022,0.541752800000000022
0x0164fb48891b891e748244b8ae931f2318b0c25b,Boring Security,BoringSEC,,715,0.000534000000000208,0.001708550000000208
0x0165b679f2662abb984244e3ada88034804da64d,PEEEP,PEEEP,999,8,0.000000000000000008,0.000000000000000008
0x01662b3dd5c556aecbbd5efcc809ef22026cac26,PixelPuppersNFT,PXP,457,5179,1.860789523726838986,2.811593665590258408
0x016757efa2c50dde48dd46b8171abbb2da658f1b,,,,16,0,0.008
0x0167e9bcc26d02bf71113bbd1b6ea8c9549cd52c,MetaRim,MetaRim,2377,8,0.002710000000000001,0.004315000000000001
0x016befe6876247076223bfd256b8a6a029ad097d,Intersections by Obe1isk,INTRSCT,333,97,0.147610489412938366,0.184513111766172957
0x016cb05fe18c0960a605a3a25320439c20824aac,Line Gardens,KGLG,365,16,0.016680000000000001,0.024180000000000001
0x016f99ae5894a1eef1effe0f3fb0fc73e12f24ed,WARDOGS NFT,WDN,518,13,0.02156997,0.039544945
0x016fcc06b62ab451934c6d60263313b8425019b2,Murashi by Musa,Murashi,633,27,0.002453839999999989,0.00474473999999998
0x0170227514a274826685bf81aed06e4218175572,,,,83,7.321875000000000027,9.419577500000000027
0x0170355d2404634b02d3529004438efb3369488d,GoldPunksClubhouse,GPCH,888,5,0.000737373,0.000974623
0x017085ead2d5006ea7d05ff55f6436db2791c0f9,BAD GIRLS,BAD GIRLS,,1,0,0.00075
0x01709c4b31187914458ad7130e204d9e5388ea7b,PepeHatesNFTs,PHN,249,1259,0.360999278409250007,0.476242062879000007
0x017273d9b1d2a6186389b7e5b54a3c07213fd47a,Bored Ape Rock Club,BARC,999,1,0.000000000000000001,0.000105000000000001
0x017657e5f480ccf29d1bc68ce752d982d1dc598f,Cat-Fu,CATS,555,2,0.001275,0.0019125
